scheme,workload,gpu_id,comp_type,comp_id,hit_rate,remote_hit_rate,read_hits,read_misses,write_hits,write_misses
superdirectory,matrixmultiplication,4,L2Cache,10,0.4278180619644034,0.5432849789424427,4672.0,4650.0,1169.0,3162.0
superdirectory,matrixmultiplication,4,L2Cache,11,0.45833623390184475,0.5803445660418247,5384.0,4619.0,1200.0,3162.0
superdirectory,matrixmultiplication,4,L2Cache,12,0.4204081632653061,0.5331418999760709,4484.0,4648.0,1181.0,3162.0
superdirectory,matrixmultiplication,4,L2Cache,13,0.4871438958292022,0.615,6178.0,4596.0,1192.0,3163.0
superdirectory,matrixmultiplication,4,L2Cache,14,0.41811950528982267,0.5302756711207416,4433.0,4648.0,1179.0,3162.0
superdirectory,matrixmultiplication,4,L2Cache,15,0.4649786707031788,0.5885793279455551,5549.0,4614.0,1209.0,3162.0
superdirectory,matrixmultiplication,5,L1SCache,,0.9795918367346939,,1536.0,32.0,0.0,0.0
superdirectory,matrixmultiplication,5,L1ICache,,0.9995351754873932,,928951.0,432.0,0.0,0.0
superdirectory,matrixmultiplication,5,L2Cache,0,0.5364802241620864,0.5333767502442202,4949.0,3393.0,29.0,908.0
superdirectory,matrixmultiplication,5,L2Cache,1,0.641219429347826,0.641219429347826,7523.0,3317.0,28.0,908.0
superdirectory,matrixmultiplication,5,L2Cache,2,0.5920598388952819,0.5921734126222904,6136.0,3347.0,38.0,907.0
superdirectory,matrixmultiplication,5,L2Cache,3,0.6336479348861374,0.6337576859790421,7284.0,3324.0,34.0,907.0
superdirectory,matrixmultiplication,5,L2Cache,4,0.5900038669760247,0.5901179655772578,6068.0,3335.0,35.0,906.0
superdirectory,matrixmultiplication,5,L2Cache,5,0.6611416558861578,0.6612485848293709,8134.0,3285.0,43.0,906.0
superdirectory,matrixmultiplication,5,L2Cache,6,0.6072425991435487,0.6073556797020484,6484.0,3313.0,39.0,906.0
superdirectory,matrixmultiplication,5,L2Cache,7,0.6560650887573964,0.6561729409830676,7946.0,3279.0,37.0,906.0
superdirectory,matrixmultiplication,5,L2Cache,8,0.5477992113396568,0.5479160004263938,5098.0,3337.0,42.0,906.0
superdirectory,matrixmultiplication,5,L2Cache,9,0.6551353140776297,0.6544428772919605,7879.0,3261.0,37.0,906.0
superdirectory,matrixmultiplication,5,L2Cache,10,0.5418607169933932,0.5405845919808758,4961.0,3324.0,42.0,906.0
superdirectory,matrixmultiplication,5,L2Cache,11,0.598853320592451,0.5978917105893627,6221.0,3292.0,46.0,906.0
superdirectory,matrixmultiplication,5,L2Cache,12,0.5479525286004491,0.5467124316207229,5087.0,3322.0,38.0,906.0
superdirectory,matrixmultiplication,5,L2Cache,13,0.629973474801061,0.6291666666666667,7079.0,3279.0,46.0,906.0
superdirectory,matrixmultiplication,5,L2Cache,14,0.5380470639982406,0.536738746690203,4858.0,3295.0,35.0,906.0
superdirectory,matrixmultiplication,5,L2Cache,15,0.6104006018431446,0.6100178890876565,6439.0,3237.0,52.0,906.0
superdirectory,pagerank,2,L1SCache,,0.9988649262202043,,112640.0,128.0,0.0,0.0
superdirectory,pagerank,2,L1ICache,,0.9989468501071505,,789179.0,832.0,0.0,0.0
superdirectory,pagerank,2,L2Cache,0,0.7147304861941003,0.8415314866741791,63887.0,27066.0,4294.0,147.0
superdirectory,pagerank,2,L2Cache,1,0.7140174168502781,0.8416121434179534,63663.0,27096.0,4390.0,161.0
superdirectory,pagerank,2,L2Cache,2,0.7147852408538177,0.8412462521183679,64162.0,27164.0,4318.0,161.0
superdirectory,pagerank,2,L2Cache,3,0.713644863740466,0.840421052631579,63570.0,27091.0,4359.0,166.0
superdirectory,pagerank,2,L2Cache,4,0.7105084097046503,0.8396730419916658,62539.0,27063.0,4290.0,166.0
superdirectory,pagerank,2,L2Cache,5,0.7148174945211656,0.8406622238547515,63795.0,27032.0,4375.0,165.0
superdirectory,pagerank,2,L2Cache,6,0.7129034632899677,0.8410056190149576,63503.0,27135.0,4282.0,163.0
superdirectory,pagerank,2,L2Cache,7,0.7134111063189674,0.841445719562063,63452.0,27084.0,4367.0,160.0
superdirectory,pagerank,2,L2Cache,8,0.7120861224791938,0.8399820115337813,63051.0,27059.0,4286.0,167.0
superdirectory,pagerank,2,L2Cache,9,0.7141282670305448,0.8416463110340662,63706.0,27071.0,4329.0,164.0
superdirectory,pagerank,2,L2Cache,10,0.7128437945415192,0.8422258506267776,63186.0,27041.0,4331.0,157.0
superdirectory,pagerank,2,L2Cache,11,0.7139323122269593,0.8411018064991836,63418.0,27019.0,4402.0,156.0
superdirectory,pagerank,2,L2Cache,12,0.7131260739850512,0.8410921285416282,63264.0,27057.0,4381.0,155.0
superdirectory,pagerank,2,L2Cache,13,0.7133727010553226,0.8416811961747768,63094.0,26975.0,4436.0,158.0
superdirectory,pagerank,2,L2Cache,14,0.7128961471916276,0.8408310892866572,63161.0,27060.0,4413.0,154.0
superdirectory,pagerank,2,L2Cache,15,0.7124024211182355,0.840572033898305,63024.0,27074.0,4417.0,152.0
superdirectory,pagerank,3,L1SCache,,0.9988649262202043,,112640.0,128.0,0.0,0.0
superdirectory,pagerank,3,L1ICache,,0.9989442066512443,,787201.0,832.0,0.0,0.0
superdirectory,pagerank,3,L2Cache,0,0.8749142693252528,0.7847470479904669,65683.0,10009.0,4479.0,22.0
superdirectory,pagerank,3,L2Cache,1,0.8743344787221992,0.7833512140652026,64944.0,9964.0,4521.0,20.0
superdirectory,pagerank,3,L2Cache,2,0.873024681237467,0.7813418110063582,64728.0,10047.0,4495.0,21.0
superdirectory,pagerank,3,L2Cache,3,0.8746478170892862,0.7837914115757023,65596.0,10036.0,4563.0,19.0
superdirectory,pagerank,3,L2Cache,4,0.874395105684126,0.7831201486826281,65252.0,9997.0,4495.0,22.0
superdirectory,pagerank,3,L2Cache,5,0.8742321694419076,0.7829328914664457,65303.0,10034.0,4577.0,19.0
superdirectory,pagerank,3,L2Cache,6,0.8738615206561666,0.7827760404137599,64904.0,10008.0,4561.0,19.0
superdirectory,pagerank,3,L2Cache,7,0.8733499235754077,0.7807151218003932,64551.0,10004.0,4586.0,22.0
superdirectory,pagerank,3,L2Cache,8,0.874034469744622,0.7831541218637993,64927.0,9991.0,4550.0,22.0
superdirectory,pagerank,3,L2Cache,9,0.8731340458554682,0.7814473684210527,64656.0,10034.0,4539.0,20.0
superdirectory,pagerank,3,L2Cache,10,0.8731209418660468,0.7813982083260144,64432.0,10023.0,4686.0,21.0
superdirectory,pagerank,3,L2Cache,11,0.8744871199668746,0.7835843702248417,65091.0,9984.0,4603.0,19.0
superdirectory,pagerank,3,L2Cache,12,0.8739280992255871,0.7824332916748887,64834.0,9991.0,4569.0,21.0
superdirectory,pagerank,3,L2Cache,13,0.8749124299439551,0.7845792665695716,65340.0,9979.0,4597.0,20.0
superdirectory,pagerank,3,L2Cache,14,0.8735346988378864,0.7825351122052003,64403.0,9968.0,4601.0,22.0
superdirectory,pagerank,3,L2Cache,15,0.8740157480314961,0.7823199333654816,64861.0,9996.0,4625.0,20.0
superdirectory,pagerank,4,L1SCache,,0.9988649262202043,,112640.0,128.0,0.0,0.0
superdirectory,pagerank,4,L1ICache,,0.9989435819428696,,786735.0,832.0,0.0,0.0
superdirectory,pagerank,4,L2Cache,0,0.8666053357865685,0.8683012580844058,64957.0,10271.0,1925.0,24.0
superdirectory,pagerank,4,L2Cache,1,0.8658441049745398,0.8678005462678295,64386.0,10255.0,1929.0,20.0
superdirectory,pagerank,4,L2Cache,2,0.8672192216965932,0.8691360922057941,65351.0,10279.0,1927.0,22.0
superdirectory,pagerank,4,L2Cache,3,0.8680191944012041,0.8699927166788055,65523.0,10241.0,1949.0,18.0
superdirectory,pagerank,4,L2Cache,4,0.8655684333897643,0.8675105040633273,64513.0,10305.0,1954.0,18.0
superdirectory,pagerank,4,L2Cache,5,0.8682624728571612,0.8701995530842385,65608.0,10236.0,1968.0,17.0
superdirectory,pagerank,4,L2Cache,6,0.8662918728464468,0.8679757951248966,64896.0,10305.0,1980.0,17.0
superdirectory,pagerank,4,L2Cache,7,0.8668710708028445,0.8686054248698579,65310.0,10319.0,1980.0,15.0
superdirectory,pagerank,4,L2Cache,8,0.8664641823397323,0.8682301931415057,64766.0,10272.0,1989.0,16.0
superdirectory,pagerank,4,L2Cache,9,0.8658009784532112,0.8676683419730021,64555.0,10300.0,1987.0,14.0
superdirectory,pagerank,4,L2Cache,10,0.868197902592807,0.8699636799146022,65475.0,10230.0,1997.0,13.0
superdirectory,pagerank,4,L2Cache,11,0.8665085858717461,0.8683846488281095,64516.0,10234.0,1992.0,12.0
superdirectory,pagerank,4,L2Cache,12,0.8643332939182531,0.8661466500119595,63793.0,10313.0,1994.0,13.0
superdirectory,pagerank,4,L2Cache,13,0.8667228415867254,0.8686537831641009,64879.0,10269.0,1980.0,12.0
superdirectory,pagerank,4,L2Cache,14,0.8659553097402851,0.8676938514146896,64385.0,10264.0,2000.0,12.0
superdirectory,pagerank,4,L2Cache,15,0.8660423558831957,0.8679088754279695,64513.0,10273.0,1980.0,12.0
superdirectory,pagerank,5,L1SCache,,0.9988649262202043,,112640.0,128.0,0.0,0.0
superdirectory,pagerank,5,L1ICache,,0.9989428235252261,,786170.0,832.0,0.0,0.0
superdirectory,pagerank,5,L2Cache,0,0.7028535096085331,0.9143772760378732,62566.0,27029.0,1549.0,77.0
superdirectory,pagerank,5,L2Cache,1,0.706369205369944,0.9149450422972896,63432.0,26958.0,1602.0,76.0
superdirectory,pagerank,5,L2Cache,2,0.7019187519884151,0.9139317349365943,62357.0,27093.0,1625.0,78.0
superdirectory,pagerank,5,L2Cache,3,0.7024523699650603,0.9139192801530843,62296.0,27001.0,1637.0,80.0
superdirectory,pagerank,5,L2Cache,4,0.7021468083238213,0.9135514018691588,62421.0,27056.0,1553.0,82.0
superdirectory,pagerank,5,L2Cache,5,0.7051850718874273,0.9152984858153971,62917.0,26901.0,1630.0,84.0
superdirectory,pagerank,5,L2Cache,6,0.7019449355897954,0.9131191922148241,62367.0,27057.0,1550.0,83.0
superdirectory,pagerank,5,L2Cache,7,0.703989703989704,0.9144517550215936,62909.0,27060.0,1637.0,80.0
superdirectory,pagerank,5,L2Cache,8,0.7015330918087832,0.913540135254337,62006.0,26943.0,1508.0,79.0
superdirectory,pagerank,5,L2Cache,9,0.7016538110276075,0.9138486784270058,62184.0,27039.0,1583.0,75.0
superdirectory,pagerank,5,L2Cache,10,0.701800789085058,0.913434497304898,62111.0,26976.0,1569.0,82.0
superdirectory,pagerank,5,L2Cache,11,0.7049350479083132,0.9150664697193501,62906.0,26932.0,1616.0,75.0
superdirectory,pagerank,5,L2Cache,12,0.6991608205310363,0.9126554694101428,61434.0,27024.0,1552.0,78.0
superdirectory,pagerank,5,L2Cache,13,0.7004024791830671,0.9132893357546766,61584.0,26944.0,1586.0,77.0
superdirectory,pagerank,5,L2Cache,14,0.7011792218680022,0.9137353925656233,62001.0,27010.0,1563.0,79.0
superdirectory,pagerank,5,L2Cache,15,0.7028819963096389,0.9136370273032559,62353.0,26973.0,1643.0,79.0
